2025-12-03T08:38:55.183Z [sh]: Setting WiFi Regulatory domain to GB.
2025-12-03T08:38:55.231Z [sh]: /opt/secure/wifi/wpa_supplicant.conf file exists and configurations are present
2025-12-03T08:38:55.271Z [sh]: Country code is present , No need to change
2025-12-03T08:38:55.323Z [sh]: wowlan_triggers already present in /opt/secure/wifi/wpa_supplicant.conf, leaving as is
2025-12-03T08:38:55.200Z sh[3141]:  active
2026-01-16T02:39:36.677Z sh[3238]:  1768531176.677285: RTM_NEWLINK: ifi_index=15 ifname=veth4 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:39:36.677Z sh[3238]:  1768531176.677459: RTM_NEWLINK: ifi_index=15 ifname=veth4 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T02:39:36.737Z sh[3238]:  1768531176.737056: RTM_NEWLINK: ifi_index=15 ifname=veth4 operstate=3 linkmode=0 master=9 ifi_family=0 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T02:39:36.738Z sh[3238]:  1768531176.737981: RTM_NEWLINK: ifi_index=15 ifname=veth4 master=9 operstate=3 ifi_family=7 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T02:39:36.739Z sh[3238]:  1768531176.739179: RTM_NEWLINK: ifi_index=15 ifname=veth4 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:39:36.739Z sh[3238]:  1768531176.739219: RTM_NEWLINK: ifi_index=15 ifname=veth4 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:39:36.739Z sh[3238]:  1768531176.739241: RTM_NEWLINK: ifi_index=15 ifname=veth4 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:39:36.740Z sh[3238]:  1768531176.739264: RTM_NEWLINK: ifi_index=15 ifname=veth4 operstate=6 linkmode=0 master=9 ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:39:51.812Z sh[3238]:  1768531191.798880: RTM_NEWLINK: ifi_index=15 ifname=veth4 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:40:00.086Z sh[3238]:  1768531200.085589: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T02:40:05.184Z sh[3238]:  1768531205.183054: RTM_NEWLINK: ifi_index=16 ifname=veth5 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:40:05.248Z sh[3238]:  1768531205.248308: RTM_NEWLINK: ifi_index=16 ifname=veth5 operstate=2 linkmode=0 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:40:05.248Z sh[3238]:  1768531205.248581: RTM_NEWLINK: ifi_index=16 ifname=veth5 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:40:05.249Z sh[3238]:  1768531205.248912: RTM_NEWLINK: ifi_index=16 ifname=veth5 operstate=2 linkmode=0 master=9 ifi_family=0 ifi_flags=0x1002 ()
2026-01-16T02:40:05.249Z sh[3238]:  1768531205.249075: RTM_NEWLINK: ifi_index=16 ifname=veth5 master=9 operstate=2 ifi_family=7 ifi_flags=0x1002 ()
2026-01-16T02:40:05.309Z sh[3238]:  1768531205.308815: RTM_NEWLINK: ifi_index=16 ifname=veth5 operstate=3 linkmode=0 master=9 ifi_family=0 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T02:40:05.311Z sh[3238]:  1768531205.310721: RTM_NEWLINK: ifi_index=16 ifname=veth5 master=9 operstate=3 ifi_family=7 ifi_flags=0x11003 ([UP][LOWER_UP])
2026-01-16T02:40:05.323Z sh[3238]:  1768531205.322342: RTM_NEWLINK: ifi_index=16 ifname=veth5 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:40:05.323Z sh[3238]:  1768531205.322386: RTM_NEWLINK: ifi_index=16 ifname=veth5 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:40:05.323Z sh[3238]:  1768531205.322408: RTM_NEWLINK: ifi_index=16 ifname=veth5 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:40:05.323Z sh[3238]:  1768531205.322432: RTM_NEWLINK: ifi_index=16 ifname=veth5 operstate=6 linkmode=0 master=9 ifi_family=0 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:40:20.471Z sh[3238]:  1768531220.470639: RTM_NEWLINK: ifi_index=16 ifname=veth5 master=9 operstate=6 ifi_family=7 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
2026-01-16T02:41:00.197Z sh[3238]:  1768531260.196826: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T02:42:00.354Z sh[3238]:  1768531320.353148: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T02:43:00.510Z sh[3238]:  1768531380.509620: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T02:44:00.625Z sh[3238]:  1768531440.624201: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T02:45:00.765Z sh[3238]:  1768531500.764394: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T02:46:00.901Z sh[3238]:  1768531560.900562: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T02:47:01.055Z sh[3238]:  1768531621.054127: wlan0: Control interface command 'SIGNAL_POLL'
2026-01-16T05:36:05.100Z sh[3238]:  1768541764.977672: RTM_NEWLINK: ifi_index=6 ifname=wlan0 wext ifi_family=0 ifi_flags=0x1043 ([UP][RUNNING])
2026-01-16T05:36:05.101Z sh[3238]:  1768541764.977757: RTM_NEWLINK: ifi_index=6 ifname=wlan0 wext ifi_family=0 ifi_flags=0x1043 ([UP][RUNNING])
2026-01-16T05:36:05.101Z sh[3238]:  1768541764.977805: RTM_NEWLINK: ifi_index=6 ifname=wlan0 operstate=2 linkmode=1 ifi_family=0 ifi_flags=0x1003 ([UP])
2026-01-16T05:36:05.101Z sh[3238]:  1768541764.977874: nl80211: Drv Event 48 (NL80211_CMD_DISCONNECT) received for wlan0
2026-01-16T05:36:05.101Z sh[3238]:  1768541764.977888: nl80211: Disconnect event
2026-01-16T05:36:05.101Z sh[3238]:  1768541764.977903: wlan0: Event DEAUTH (11) received
2026-01-16T05:36:05.102Z sh[3238]:  1768541764.977919: wlan0: Deauthentication notification
2026-01-16T05:36:05.102Z sh[3238]:  1768541764.977936: wlan0:  * reason 0 (UNKNOWN) locally_generated=1
2026-01-16T05:36:05.102Z sh[3238]:  1768541764.977949: Deauthentication frame IE(s) - hexdump(len=0): [NULL]
2026-01-16T05:36:05.102Z sh[3238]:  1768541764.977968: wlan0: CTRL-EVENT-DISCONNECTED bssid=10:d7:b0:69:5d:dc reason=0 locally_generated=1
2026-01-16T05:36:05.102Z sh[3238]:  1768541764.977982: wlan0: Auto connect enabled: try to reconnect (wps=0/0 wpa_state=9)
2026-01-16T05:36:05.102Z sh[3238]:  1768541764.977995: wlan0: Setting scan request: 0.100000 sec
2026-01-16T05:36:05.102Z sh[3238]:  1768541764.978014: wlan0: sme_auth_timed_out = 0 And SME_AUTH_TIME_OUT_COUNT = 0 , Start Blacklisting BSSID
2026-01-16T05:36:05.103Z sh[3238]:  1768541764.978030: Added BSSID 10:d7:b0:69:5d:dc into ignore list, ignoring for 10 seconds
2026-01-16T05:36:05.103Z sh[3238]:  1768541764.978049: wlan0: Consecutive connection failures: 1 --> request scan in 100 ms
2026-01-16T05:36:05.103Z sh[3238]:  1768541764.978067: wlan0: Ignore new scan request for 0.100000 sec since an earlier request is scheduled to trigger sooner
2026-01-16T05:36:05.103Z sh[3238]:  1768541764.978083: wlan0: WPA: Clear old PMK and PTK
2026-01-16T05:36:05.103Z sh[3238]:  1768541765.001456: wlan0: Disconnect event - remove keys
2026-01-16T05:36:05.103Z sh[3238]:  1768541765.001523: wpa_driver_nl80211_set_key: ifindex=6 (wlan0) alg=0 addr=(nil) key_idx=0 set_tx=0 seq_len=0 key_len=0 key_flag=0x10
2026-01-16T05:36:05.104Z sh[3238]:  1768541765.001546: nl80211: DEL_KEY
2026-01-16T05:36:05.104Z sh[3238]:  1768541765.001562:    broadcast key
2026-01-16T05:36:05.104Z sh[3238]:  1768541765.001655: wpa_driver_nl80211_set_key: ifindex=6 (wlan0) alg=0 addr=(nil) key_idx=1 set_tx=0 seq_len=0 key_len=0 key_flag=0x10
2026-01-16T05:36:05.104Z sh[3238]:  1768541765.001670: nl80211: DEL_KEY
2026-01-16T05:36:05.104Z sh[3238]:  1768541765.001681:    broadcast key
2026-01-16T05:36:05.105Z sh[3238]:  1768541765.001743: wpa_driver_nl80211_set_key: ifindex=6 (wlan0) alg=0 addr=0x162020 key_idx=0 set_tx=0 seq_len=0 key_len=0 key_flag=0x20
2026-01-16T05:36:05.112Z sh[3238]:  1768541765.001758: nl80211: DEL_KEY
2026-01-16T05:36:05.112Z sh[3238]:  1768541765.001768:    addr=10:d7:b0:69:5d:dc
2026-01-16T05:36:05.112Z sh[3238]:  1768541765.001778:    pairwise key
2026-01-16T05:36:05.112Z sh[3238]:  1768541765.001843: wlan0: State: COMPLETED -> DISCONNECTED
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.001858: nl80211: Set wlan0 operstate 1->0 (DORMANT)
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.001868: netlink: Operstate: ifindex=6 linkmode=-1 (no change), operstate=5 (IF_OPER_DORMANT)
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.001903: wlan0: Determining shared radio frequencies (max len 2)
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.001917: wlan0: Shared frequencies (len=0): completed iteration
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.001931: P2P: Add operating class 81
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.001943: P2P: Channels - hexdump(len=13): 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.002033: P2P: Update channel list
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.002055: P2P: channels: 81:1,2,3,4,5,6,7,8,9,10,11,12,13
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.002074: P2P: cli_channels:
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.002109: EAPOL: External notification - portEnabled=0
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.002126: EAPOL: SUPP_PAE entering state DISCONNECTED
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.002134: EAPOL: Supplicant port status: Unauthorized
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.002143: nl80211: Skip set_supp_port(unauthorized) while not associated
2026-01-16T05:36:05.113Z sh[3238]:  1768541765.002150: EAPOL: SUPP_BE entering state INITIALIZE
2026-01-16T05:36:05.114Z sh[3238]:  1768541765.002159: EAPOL: External notification - portValid=0
2026-01-16T05:36:05.114Z sh[3238]:  1768541765.002166: EAPOL: External notification - EAP success=0
2026-01-16T05:36:05.114Z sh[3238]:  1768541765.078134: wlan0: State: DISCONNECTED -> SCANNING
2026-01-16T05:36:05.114Z sh[3238]:  1768541765.078196: wlan0: Determining shared radio frequencies (max len 2)
2026-01-16T05:36:05.114Z sh[3238]:  1768541765.078212: wlan0: Shared frequencies (len=0): completed iteration
2026-01-16T05:36:05.114Z sh[3238]:  1768541765.078226: P2P: Add operating class 81
2026-01-16T05:36:05.114Z sh[3238]:  1768541765.078238: P2P: Channels - hexdump(len=13): 01 02 03 04 05 06 07 08 09 0a 0b 0c 0d
2026-01-16T05:36:05.114Z sh[3238]:  1768541765.078329: P2P: Update channel list
2026-01-16T05:36:05.114Z sh[3238]:  1768541765.078350: P2P: channels: 81:1,2,3,4,5,6,7,8,9,10,11,12,13
2026-01-16T05:36:05.114Z sh[3238]:  1768541765.078362: P2P: cli_channels:
2026-01-16T05:36:05.114Z sh[3238]:  1768541765.078374: Scan SSID - hexdump_ascii(len=14):
2026-01-16T05:36:05.114Z sh[3238]:       54 41 4c 4b 54 41 4c 4b 36 39 35 44 44 45         TALKTALK695DDE
2026-01-16T05:36:05.114Z sh[3238]:  1768541765.078400: wlan0: Starting AP scan for wildcard SSID
2026-01-16T05:36:05.115Z sh[3238]:  1768541765.078415: WPS: Building WPS IE for Probe Request
2026-01-16T05:36:05.115Z sh[3238]:  1768541765.078429: WPS:  * Version (hardcoded 0x10)
2026-01-16T05:36:05.131Z sh[3238]:  1768541765.078436: WPS:  * Request Type
2026-01-16T05:36:05.131Z sh[3238]:  1768541765.078443: WPS:  * Config Methods (3108)
2026-01-16T05:36:05.131Z sh[3238]:  1768541765.078450: WPS:  * UUID-E
2026-01-16T05:36:05.131Z sh[3238]:  1768541765.078456: WPS:  * Primary Device Type
2026-01-16T05:36:05.131Z sh[3238]:  1768541765.078464: WPS:  * RF Bands (3)
2026-01-16T05:36:05.131Z sh[3238]:  1768541765.078471: WPS:  * Association State
2026-01-16T05:36:05.131Z sh[3238]:  1768541765.078477: WPS:  * Configuration Error (0)
2026-01-16T05:36:05.131Z sh[3238]:  1768541765.078484: WPS:  * Device Password ID (0)
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078491: WPS:  * Manufacturer
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078497: WPS:  * Model Name
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078504: WPS:  * Model Number
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078510: WPS:  * Device Name
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078517: WPS:  * Version2 (0x20)
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078530: P2P: * P2P IE header
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078538: P2P: * Capability dev=25 group=00
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078546: P2P: * Listen Channel: Regulatory Class 81 Channel 1
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078562: wlan0: Add radio work 'scan'@0x18b080
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078575: wlan0: First radio work item in the queue - schedule start immediately
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078606: wlan0: Starting radio work 'scan'@0x18b080 after 0.000029 second wait
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078628: wlan0: nl80211: vendor scan request
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078870: nl80211: Vendor scan requested (ret=0) - scan timeout 30 seconds, scan cookie:0xe5369c00
2026-01-16T05:36:05.132Z sh[3238]:  1768541765.078922: nl80211: Drv Event 103 (NL80211_CMD_VENDOR) received for wlan0
2026-01-16T05:36:05.133Z sh[3238]:  1768541765.078934: nl80211: Vendor event: wiphy=0 vendor_id=0x1374 subcmd=106
2026-01-16T05:36:05.133Z sh[3238]:  1768541765.079033: wlan0: Event SCAN_STARTED (47) received
2026-01-16T05:36:05.133Z sh[3238]:  1768541765.079052: wlan0: Own scan request started a scan in 0.000160 seconds
2026-01-16T05:36:08.947Z sh[3238]:  1768541768.946988: nl80211: Drv Event 103 (NL80211_CMD_VENDOR) received for wlan0
2026-01-16T05:36:08.948Z sh[3238]:  1768541768.947033: nl80211: Vendor event: wiphy=0 vendor_id=0x1374 subcmd=107
2026-01-16T05:36:08.948Z sh[3238]:  1768541768.947176: nl80211: Scan probed for SSID 'TALKTALK695DDE'
2026-01-16T05:36:08.948Z sh[3238]:  1768541768.947192: nl80211: Scan probed for SSID ''
2026-01-16T05:36:08.948Z sh[3238]:  1768541768.947231: nl80211: Scan included frequencies: 2412 2417 2422 2427 2432 2437 2442 2447 2452 2457 2462 2467 2472 5180 5200 5220 5240 5260 5280 5300 5320 5500 5520 5540 5560 5580 5600 5620 5640 5660 5680 5700 5720 5745 5765 5785 5805 5825
2026-01-16T05:36:08.948Z sh[3238]:  1768541768.947248: wlan0: Event SCAN_RESULTS (3) received
2026-01-16T05:36:08.948Z sh[3238]:  1768541768.947274: wlan0: Scan completed in 3.868221 seconds
2026-01-16T05:36:08.948Z sh[3238]:  1768541768.947508: nl80211: Received scan results (8 BSSes)
2026-01-16T05:36:08.948Z sh[3238]:  1768541768.947900: wlan0: BSS: Start scan result update 4
2026-01-16T05:36:08.949Z sh[3238]:  1768541768.947955: wlan0: BSS: Add new id 8 BSSID 12:d7:b0:69:5d:dd SSID '\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00'
2026-01-16T05:36:08.949Z sh[3238]:  1768541768.947976: dbus: Register BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/8'
2026-01-16T05:36:08.950Z sh[3238]:  1768541768.950508: BSS: 10:d7:b0:69:5d:dc changed freq 5280 --> 5500
2026-01-16T05:36:08.950Z sh[3238]:  1768541768.950609: wlan0: BSS: Add new id 9 BSSID b0:0a:d5:57:b3:08 SSID 'Three_56B308'
2026-01-16T05:36:08.950Z sh[3238]:  1768541768.950631: dbus: Register BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/9'
2026-01-16T05:36:08.954Z sh[3238]:  1768541768.954046: wlan0: BSS: Add new id 10 BSSID d6:35:1d:75:12:82 SSID 'vodafone75127A'
2026-01-16T05:36:08.954Z sh[3238]:  1768541768.954089: dbus: Register BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/10'
2026-01-16T05:36:08.955Z sh[3238]:  1768541768.955575: wlan0: BSS: Add new id 11 BSSID b0:0a:d5:56:b3:08 SSID 'Three_56B308'
2026-01-16T05:36:08.955Z sh[3238]:  1768541768.955610: dbus: Register BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/11'
2026-01-16T05:36:08.957Z sh[3238]:  1768541768.957651: wlan0: BSS: Add new id 12 BSSID 28:6d:97:e0:08:83 SSID '[washer] Samsung'
2026-01-16T05:36:08.957Z sh[3238]:  1768541768.957689: dbus: Register BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/12'
2026-01-16T05:36:08.959Z sh[3238]:  1768541768.959783: wlan0: BSS: Add new id 13 BSSID 10:d7:b0:69:5d:db SSID 'TALKTALK695DDE'
2026-01-16T05:36:08.960Z sh[3238]:  1768541768.959868: wlan0: BSS: BSSID 10:d7:b0:69:5d:db found for SSID 'TALKTALK695DDE' freq 2437 signal -48 noise -114 qual 0 est_throughput 65000
2026-01-16T05:36:08.960Z sh[3238]:  1768541768.959892: dbus: Register BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/13'
2026-01-16T05:36:08.961Z sh[3238]:  1768541768.961440: wlan0: BSS: Add new id 14 BSSID d4:35:1d:75:12:7a SSID 'vodafone75127A'
2026-01-16T05:36:08.961Z sh[3238]:  1768541768.961481: dbus: Register BSS object '/fi/w1/wpa_supplicant1/Interfaces/0/BSSs/14'
2026-01-16T05:36:08.963Z sh[3238]:  1768541768.962933: BSS: last_scan_res_used=8/32
2026-01-16T05:36:08.963Z sh[3238]:  1768541768.962993: BSS: Not able to find any 5GHz BSSID for SSID 'TALKTALK695DDE'
2026-01-16T05:36:08.963Z sh[3238]:  1768541768.963031: wlan0: New scan results available (own=1 ext=0)
2026-01-16T05:36:08.963Z sh[3238]:  1768541768.963263: WPS: AP 10:d7:b0:69:5d:dc type 0 added
2026-01-16T05:36:08.963Z sh[3238]:  1768541768.963287: WPS: AP b0:0a:d5:57:b3:08 type 0 added
2026-01-16T05:36:08.963Z sh[3238]:  1768541768.963309: WPS: AP d6:35:1d:75:12:82 type 0 added
2026-01-16T05:36:08.963Z sh[3238]:  1768541768.963329: WPS: AP b0:0a:d5:56:b3:08 type 0 added
2026-01-16T05:36:08.963Z sh[3238]:  1768541768.963349: WPS: AP 10:d7:b0:69:5d:db type 0 added
2026-01-16T05:36:08.963Z sh[3238]:  1768541768.963368: WPS: AP d4:35:1d:75:12:7a type 0 added
2026-01-16T05:36:08.963Z sh[3238]:  1768541768.963386: WPS: AP[0] 10:d7:b0:69:5d:dc type=0 tries=0 last_attempt=-1 sec ago bssid_ignore=1
2026-01-16T05:36:08.964Z sh[3238]:  1768541768.963401: WPS: AP[1] b0:0a:d5:57:b3:08 type=0 tries=0 last_attempt=-1 sec ago bssid_ignore=0
2026-01-16T05:36:08.964Z sh[3238]:  1768541768.963417: WPS: AP[2] d6:35:1d:75:12:82 type=0 tries=0 last_attempt=-1 sec ago bssid_ignore=0
2026-01-16T05:36:08.964Z sh[3238]:  1768541768.963432: WPS: AP[3] b0:0a:d5:56:b3:08 type=0 tries=0 last_attempt=-1 sec ago bssid_ignore=0
2026-01-16T05:36:08.964Z sh[3238]:  1768541768.963447: WPS: AP[4] 10:d7:b0:69:5d:db type=0 tries=0 last_attempt=-1 sec ago bssid_ignore=0
2026-01-16T05:36:08.964Z sh[3238]:  1768541768.963462: WPS: AP[5] d4:35:1d:75:12:7a type=0 tries=0 last_attempt=-1 sec ago bssid_ignore=0
2026-01-16T05:36:08.964Z sh[3238]:  1768541768.963521: wlan0: Radio work 'scan'@0x18b080 done in 3.884910 seconds
2026-01-16T05:36:08.964Z sh[3238]:  1768541768.963544: wlan0: radio_work_free('scan'@0x18b080): num_active_works --> 0
2026-01-16T05:36:08.964Z sh[3238]:  1768541768.963564: wlan0: Selecting BSS from priority group 0
2026-01-16T05:36:08.964Z sh[3238]:  1768541768.963610: wlan0: 0: 12:d7:b0:69:5d:dd ssid='\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00' wpa_ie_len=0 rsn_ie_len=20 caps=0x1111 level=-54 freq=5500
2026-01-16T05:36:08.965Z sh[3238]:  1768541768.963636: wlan0:    skip - SSID mismatch
2026-01-16T05:36:08.965Z sh[3238]:  1768541768.963666: wlan0: 1: 10:d7:b0:69:5d:dc ssid='TALKTALK695DDE' wpa_ie_len=0 rsn_ie_len=20 caps=0x111 level=-55 freq=5500  wps
2026-01-16T05:36:08.965Z sh[3238]:  1768541768.963687: wlan0:    skip - BSSID ignored (count=1 limit=0)
2026-01-16T05:36:08.965Z sh[3238]:  1768541768.963717: wlan0: 2: b0:0a:d5:57:b3:08 ssid='Three_56B308' wpa_ie_len=0 rsn_ie_len=20 caps=0x1531 level=-87 freq=5180  wps
2026-01-16T05:36:08.965Z sh[3238]:  1768541768.963735: wlan0:    skip - SSID mismatch
2026-01-16T05:36:08.965Z sh[3238]:  1768541768.963764: wlan0: 3: d6:35:1d:75:12:82 ssid='vodafone75127A' wpa_ie_len=0 rsn_ie_len=20 caps=0x1111 level=-90 freq=5280  wps
2026-01-16T05:36:08.965Z sh[3238]:  1768541768.963783: wlan0:    skip - SSID mismatch
2026-01-16T05:36:08.965Z sh[3238]:  1768541768.963812: wlan0: 4: b0:0a:d5:56:b3:08 ssid='Three_56B308' wpa_ie_len=0 rsn_ie_len=20 caps=0x1431 level=-63 freq=2432  wps
2026-01-16T05:36:08.965Z sh[3238]:  1768541768.963830: wlan0:    skip - SSID mismatch
2026-01-16T05:36:08.965Z sh[3238]:  1768541768.963859: wlan0: 5: 28:6d:97:e0:08:83 ssid='[washer] Samsung' wpa_ie_len=0 rsn_ie_len=20 caps=0x411 level=-30 freq=2412
2026-01-16T05:36:08.966Z sh[3238]:  1768541768.963877: wlan0:    skip - SSID mismatch
2026-01-16T05:36:08.966Z sh[3238]:  1768541768.963906: wlan0: 6: 10:d7:b0:69:5d:db ssid='TALKTALK695DDE' wpa_ie_len=0 rsn_ie_len=20 caps=0x411 level=-48 freq=2437  wps
2026-01-16T05:36:08.966Z sh[3238]:  1768541768.963927: wlan0:    selected based on RSN IE
2026-01-16T05:36:08.966Z sh[3238]:  1768541768.963955: wlan0:    selected BSS 10:d7:b0:69:5d:db ssid='TALKTALK695DDE'
2026-01-16T05:36:08.966Z sh[3238]:  1768541768.963994: wlan0: Considering connect request: reassociate: 0  selected: 10:d7:b0:69:5d:db  bssid: 00:00:00:00:00:00  pending: 00:00:00:00:00:00  wpa_state: SCANNING  ssid=0x192cb0  current_ssid=(nil)
2026-01-16T05:36:08.966Z sh[3238]:  1768541768.964045: wlan0: Request association with 10:d7:b0:69:5d:db
2026-01-16T05:36:08.966Z sh[3238]:  1768541768.964062: wlan0: Re-association to the same ESS
2026-01-16T05:36:08.966Z sh[3238]:  1768541768.964081: wlan0: No ongoing scan/p2p-scan found to abort
2026-01-16T05:36:08.966Z sh[3238]:  1768541768.964100: wlan0: Add radio work 'connect'@0x196de0
2026-01-16T05:36:08.966Z sh[3238]:  1768541768.964117: wlan0: First radio work item in the queue - schedule start immediately
2026-01-16T05:36:08.976Z sh[3238]:  1768541768.975907: wlan0: Starting radio work 'connect'@0x196de0 after 0.011779 second wait
2026-01-16T05:36:08.976Z sh[3238]:  1768541768.975956: wlan0: WPA: clearing own WPA/RSN IE
2026-01-16T05:36:08.976Z sh[3238]:  1768541768.976008: wlan0: RSN: clearing own RSNXE
2026-01-16T05:36:08.976Z sh[3238]:  1768541768.976025: RSN: PMKSA cache search - network_ctx=0x192cb0 try_opportunistic=0 akmp=0x0
2026-01-16T05:36:08.976Z sh[3238]:  1768541768.976038: RSN: Search for BSSID 10:d7:b0:69:5d:db
2026-01-16T05:36:08.976Z sh[3238]:  1768541768.976050: RSN: No PMKSA cache entry found
2026-01-16T05:36:08.976Z sh[3238]:  1768541768.976065: wlan0: RSN: using IEEE 802.11i/D9.0
2026-01-16T05:36:08.976Z sh[3238]:  1768541768.976083: wlan0: WPA: Selected cipher suites: group 16 pairwise 16 key_mgmt 2 proto 2
2026-01-16T05:36:08.976Z sh[3238]:  1768541768.976099: wlan0: WPA: Selected mgmt group cipher 32
2026-01-16T05:36:08.977Z sh[3238]:  1768541768.976114: wlan0: WPA: clearing AP WPA IE
2026-01-16T05:36:08.977Z sh[3238]:  1768541768.976126: WPA: set AP RSN IE - hexdump(len=22): 30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 0c 00
2026-01-16T05:36:08.977Z sh[3238]:  1768541768.976158: wlan0: WPA: clearing AP RSNXE
2026-01-16T05:36:08.977Z sh[3238]:  1768541768.976175: wlan0: WPA: AP group 0x10 network profile group 0x18; available group 0x10
2026-01-16T05:36:08.977Z sh[3238]:  1768541768.976191: wlan0: WPA: using GTK CCMP
2026-01-16T05:36:08.977Z sh[3238]:  1768541768.976208: wlan0: WPA: AP pairwise 0x10 network profile pairwise 0x18; available pairwise 0x10
2026-01-16T05:36:08.977Z sh[3238]:  1768541768.976222: wlan0: WPA: using PTK CCMP
2026-01-16T05:36:08.978Z sh[3238]:  1768541768.976239: wlan0: WPA: AP key_mgmt 0x2 network profile key_mgmt 0x142; available key_mgmt 0x2
2026-01-16T05:36:08.978Z sh[3238]:  1768541768.976254: wlan0: WPA: using KEY_MGMT WPA-PSK
2026-01-16T05:36:08.978Z sh[3238]:  1768541768.976272: wlan0: WPA: AP mgmt_group_cipher 0x20 network profile mgmt_group_cipher 0x0; available mgmt_group_cipher 0x0
2026-01-16T05:36:08.978Z sh[3238]:  1768541768.976287: wlan0: WPA: not using MGMT group cipher
2026-01-16T05:36:08.978Z sh[3238]:  1768541768.976302: WPA: Set own WPA IE default - hexdump(len=22): 30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 80 00
2026-01-16T05:36:08.978Z sh[3238]:  1768541768.976330: RSN: Set own RSNXE default - hexdump(len=0):
2026-01-16T05:36:08.978Z sh[3238]:  1768541768.976341: WPA: Set PMK based on external data - hexdump(len=32): [REMOVED]
